pwsid,score_asof,static_only,compliance_asof,enforcement_asof,prior36_violations,prior36_health,outcome,population_served
OH4236312,21.209577358490566,21.209577358490566,0.0,0,0,0,0,68
OH4236412,21.209577358490566,21.209577358490566,0.0,0,0,0,0,112
OH4236512,21.209577358490566,21.209577358490566,0.0,0,0,0,0,75
OH4236612,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH4236712,21.209577358490566,21.209577358490566,0.0,0,0,0,0,40
OH4236812,21.209577358490566,21.209577358490566,0.0,0,0,0,0,50
OH4236912,21.209577358490566,21.209577358490566,0.0,0,0,0,0,80
OH4237012,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH4237112,21.209577358490566,21.209577358490566,0.0,0,0,0,0,106
OH4237212,21.209577358490566,21.209577358490566,0.0,0,0,0,0,38
OH4237312,21.209577358490566,21.209577358490566,0.0,0,0,0,0,100
OH4237412,21.209577358490566,21.209577358490566,0.0,0,0,0,0,100
OH4237512,21.209577358490566,21.209577358490566,0.0,0,0,0,0,75
OH4237612,21.209577358490566,21.209577358490566,0.0,0,0,0,0,406
OH4237712,21.209577358490566,21.209577358490566,0.0,0,0,0,0,33
OH4237812,21.209577358490566,21.209577358490566,0.0,0,0,0,0,55
OH4237912,21.209577358490566,21.209577358490566,0.0,0,0,0,0,28
OH4238012,21.209577358490566,21.209577358490566,0.0,0,0,0,0,30
OH4238112,30.659577358490566,21.209577358490566,22.5,18,0,0,0,25
OH4238212,21.209577358490566,21.209577358490566,0.0,0,0,0,0,38
OH4238312,21.209577358490566,21.209577358490566,0.0,0,0,0,0,50
OH4238412,21.209577358490566,21.209577358490566,0.0,0,0,0,0,65
OH4238512,21.209577358490566,21.209577358490566,0.0,0,0,0,0,37
OH4238612,21.209577358490566,21.209577358490566,0.0,0,0,0,0,40
OH4238712,21.209577358490566,21.209577358490566,0.0,0,0,0,0,60
OH4238812,21.209577358490566,21.209577358490566,0.0,0,0,0,0,12
OH4238912,21.209577358490566,21.209577358490566,0.0,0,0,0,0,285
OH4239012,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH4239112,21.209577358490566,21.209577358490566,0.0,0,0,0,0,100
OH4239412,28.709577358490566,21.209577358490566,22.5,5,0,0,0,40
OH4239712,21.209577358490566,21.209577358490566,0.0,0,0,0,0,100
OH4239812,21.209577358490566,21.209577358490566,0.0,0,0,0,0,70
OH4239912,21.209577358490566,21.209577358490566,0.0,0,0,0,0,30
OH4240012,21.209577358490566,21.209577358490566,0.0,0,0,0,0,115
OH4240412,21.209577358490566,21.209577358490566,0.0,0,0,0,0,75
OH4240512,21.209577358490566,21.209577358490566,0.0,0,0,0,0,79
OH4240612,21.209577358490566,21.209577358490566,0.0,0,0,0,0,42
OH4240812,21.209577358490566,21.209577358490566,0.0,0,0,0,0,30
OH4241212,21.209577358490566,21.209577358490566,0.0,0,0,0,0,40
OH4241412,21.209577358490566,21.209577358490566,0.0,0,0,0,0,300
OH4241512,21.209577358490566,21.209577358490566,0.0,0,0,0,0,100
OH4241612,21.209577358490566,21.209577358490566,0.0,0,0,0,0,115
OH4241712,21.209577358490566,21.209577358490566,0.0,0,0,0,0,37
OH4241812,21.209577358490566,21.209577358490566,0.0,0,0,0,0,42
OH4241912,21.209577358490566,21.209577358490566,0.0,0,0,0,0,28
OH4242012,29.234577358490565,21.209577358490566,21.75,10,0,0,0,70
OH4242112,21.209577358490566,21.209577358490566,0.0,0,0,0,0,110
OH4242212,21.209577358490566,21.209577358490566,0.0,0,0,0,0,204
OH4242312,21.209577358490566,21.209577358490566,0.0,0,0,0,0,50
OH4242412,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH4242512,21.209577358490566,21.209577358490566,0.0,0,0,0,0,70
OH4242612,27.584577358490566,21.209577358490566,13.75,15,0,0,0,200
OH4242712,21.209577358490566,21.209577358490566,0.0,0,0,0,0,40
OH4242812,21.209577358490566,21.209577358490566,0.0,0,0,0,0,40
OH4242912,21.209577358490566,21.209577358490566,0.0,0,0,0,0,30
OH4243012,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH4243112,21.209577358490566,21.209577358490566,0.0,0,0,0,0,50
OH4243312,21.209577358490566,21.209577358490566,0.0,0,0,0,0,81
OH4243412,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH4243512,21.209577358490566,21.209577358490566,0.0,0,0,0,0,202
OH4243612,21.209577358490566,21.209577358490566,0.0,0,0,0,0,27
OH4243712,21.209577358490566,21.209577358490566,0.0,0,0,0,0,33
OH4243812,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH4244112,21.209577358490566,21.209577358490566,0.0,0,0,0,0,90
OH4244212,21.209577358490566,21.209577358490566,0.0,0,0,0,0,50
OH4244312,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH4244512,26.834577358490566,21.209577358490566,13.75,10,0,0,0,30
OH4244612,21.209577358490566,21.209577358490566,0.0,0,0,0,0,27
OH4244714,21.209577358490566,21.209577358490566,0.0,0,0,0,0,45
OH4244717,21.209577358490566,21.209577358490566,0.0,0,0,0,0,47
OH4244721,21.209577358490566,21.209577358490566,0.0,0,0,0,0,25
OH2541112,21.17799245283019,21.17799245283019,0.0,0,0,0,0,5500
OH2543612,21.17799245283019,21.17799245283019,0.0,0,0,0,0,5500
OH1400012,21.157075471698114,21.157075471698114,0.0,0,0,0,0,32
OH1400312,21.157075471698114,21.157075471698114,0.0,0,0,0,0,18
OH1400408,21.157075471698114,21.157075471698114,0.0,0,0,0,0,30
OH1400512,21.157075471698114,21.157075471698114,0.0,0,0,0,0,476
OH1400611,21.157075471698114,21.157075471698114,0.0,0,0,0,0,172
OH1400711,21.157075471698114,21.157075471698114,0.0,0,0,0,0,345
OH1401012,21.157075471698114,21.157075471698114,0.0,0,0,0,0,42
OH1401112,21.157075471698114,21.157075471698114,0.0,0,0,0,0,60
OH1430012,21.157075471698114,21.157075471698114,0.0,0,0,0,0,200
OH1430112,21.157075471698114,21.157075471698114,0.0,0,0,0,0,100
OH1430212,21.157075471698114,21.157075471698114,0.0,0,0,0,0,30
OH1430312,21.157075471698114,21.157075471698114,0.0,0,0,0,0,32
OH1430412,21.157075471698114,21.157075471698114,0.0,0,0,0,0,35
OH1430512,21.157075471698114,21.157075471698114,0.0,0,0,0,0,35
OH1430612,21.157075471698114,21.157075471698114,0.0,0,0,0,0,230
OH1430712,21.157075471698114,21.157075471698114,0.0,0,0,0,0,40
OH1430812,21.157075471698114,21.157075471698114,0.0,0,0,0,0,16
